Random Number,Steps,Cache Hit Percentage
465785,138,62.17%
412361,81,62.17%
434459,156,62.17%
440886,156,62.17%
464564,125,62.17%
410545,81,62.17%
452199,169,62.17%
476638,244,62.17%
403230,161,62.17%
408274,86,62.17%
426539,73,62.17%
483687,76,62.17%
457786,55,62.17%
487506,120,62.17%
407887,192,62.17%
470660,107,62.17%
470108,169,62.17%
439621,99,62.17%
449725,50,62.17%
425299,187,62.17%
485296,89,62.17%
457138,55,62.17%
469307,125,62.17%
409912,205,62.18%
457489,55,62.18%
444004,156,62.18%
444803,50,62.18%
493258,76,62.18%
478854,107,62.18%
498986,89,62.18%
470578,156,62.18%
482465,213,62.18%
411346,143,62.18%
442863,174,62.18%
423351,156,62.18%
413737,187,62.18%
453408,63,62.18%
413376,81,62.18%
428201,156,62.18%
494465,138,62.18%
459477,125,62.18%
492567,213,62.18%
478151,81,62.18%
417262,86,62.18%
480073,169,62.18%
486038,213,62.18%
425749,143,62.18%
488007,125,62.18%
463486,231,62.18%
413300,174,62.18%
451132,174,62.18%
486608,37,62.18%
470438,151,62.18%
420438,205,62.18%
496520,58,62.18%
427926,55,62.18%
402268,143,62.18%
441323,218,62.18%
459010,94,62.18%
481122,68,62.18%
478135,169,62.18%
467414,169,62.18%
401413,117,62.18%
489482,37,62.18%
410276,143,62.18%
462591,244,62.18%
441045,156,62.18%
401510,161,62.18%
413793,143,62.18%
469246,156,62.18%
495975,120,62.18%
473270,244,62.18%
461812,231,62.18%
474126,169,62.18%
428358,125,62.18%
479711,169,62.18%
497990,63,62.18%
454107,200,62.18%
467718,200,62.18%
461475,161,62.18%
467407,244,62.18%
418849,130,62.18%
448082,94,62.18%
475672,125,62.18%
477115,169,62.18%
482429,94,62.18%
441424,112,62.18%
479383,94,62.18%
461578,169,62.18%
438261,187,62.18%
498332,226,62.18%
439712,156,62.18%
405674,60,62.18%
499745,138,62.18%
467020,107,62.18%
415951,280,62.18%
400161,161,62.18%
408064,130,62.18%
455288,94,62.18%
413954,143,62.18%
415136,55,62.18%
451263,138,62.18%
487224,94,62.18%
414775,130,62.19%
463215,169,62.19%
415581,174,62.19%
494486,89,62.19%
499031,89,62.19%
407515,143,62.19%
400029,55,62.19%
460506,169,62.19%
412748,143,62.19%
456706,200,62.19%
446414,262,62.19%
488420,63,62.19%
433820,187,62.19%
428842,125,62.19%
429844,94,62.19%
413202,174,62.19%
490420,37,62.19%
405931,205,62.19%
411533,174,62.19%
430132,94,62.19%
411605,130,62.19%
449104,200,62.19%
497152,45,62.19%
465383,138,62.19%
449265,50,62.19%
443043,81,62.19%
420671,205,62.19%
463219,169,62.19%
458179,55,62.19%
409760,174,62.19%
450442,156,62.19%
472954,244,62.19%
472975,200,62.19%
403850,68,62.19%
405266,143,62.19%
409831,81,62.19%
411365,81,62.19%
405295,68,62.19%
470337,138,62.19%
461940,76,62.19%
462001,76,62.19%
454578,94,62.19%
450360,86,62.19%
433647,130,62.19%
483420,138,62.19%
418030,156,62.19%
446850,293,62.19%
411666,117,62.19%
423961,174,62.19%
496210,164,62.19%
479625,107,62.19%
473393,63,62.19%
445314,63,62.19%
476776,120,62.19%
438776,143,62.19%
432405,42,62.19%
457645,107,62.19%
459447,169,62.19%
495625,164,62.19%
415824,130,62.19%
407033,174,62.19%
483893,89,62.19%
426604,174,62.19%
417834,174,62.19%
487743,288,62.19%
431870,218,62.19%
427665,73,62.19%
436934,187,62.19%
474993,125,62.20%
498003,120,62.20%
498875,76,62.20%
474820,138,62.20%
490407,89,62.20%
487061,213,62.20%
408467,117,62.20%
473826,200,62.20%
442917,218,62.20%
493144,138,62.20%
423318,156,62.20%
404704,99,62.20%
489353,89,62.20%
402942,205,62.20%
478097,76,62.20%
472493,275,62.20%
417545,161,62.20%
416872,50,62.20%
442725,94,62.20%
475190,306,62.20%
414145,236,62.20%
438349,143,62.20%
491014,138,62.20%
421178,112,62.20%
460068,138,62.20%
417618,187,62.20%
439012,125,62.20%
447811,94,62.20%
487315,94,62.20%
466678,130,62.20%
422571,130,62.20%
462307,76,62.20%
402506,236,62.20%
459272,107,62.20%
437127,187,62.20%
492913,151,62.20%
446332,94,62.20%
445594,68,62.20%
404564,161,62.20%
427075,174,62.20%
438737,68,62.20%
465710,200,62.20%
431779,156,62.20%
465916,138,62.20%
468652,156,62.20%
409876,174,62.20%
476236,151,62.20%
486197,76,62.20%
464575,156,62.20%
418960,81,62.20%
461387,156,62.20%
416547,112,62.20%
495136,32,62.20%
490227,182,62.20%
437725,156,62.20%
455203,63,62.20%
445671,94,62.20%
414564,174,62.20%
440840,63,62.20%
432986,143,62.20%
419068,112,62.20%
463412,107,62.20%
495293,182,62.20%
459401,107,62.20%
460510,138,62.20%
432419,94,62.20%
490140,151,62.20%
444669,94,62.20%
415839,55,62.20%
432530,68,62.20%
471744,50,62.20%
492403,182,62.20%
498240,226,62.20%
403523,73,62.20%
496146,182,62.20%
466892,130,62.20%
451226,138,62.20%
472381,50,62.20%
490915,182,62.20%
453627,187,62.20%
429167,205,62.20%
452301,63,62.20%
470174,182,62.20%
424302,130,62.21%
480355,120,62.21%
445726,169,62.21%
479505,169,62.21%
426025,218,62.21%
498117,45,62.21%
458172,107,62.21%
459011,94,62.21%
417184,55,62.21%
459410,81,62.21%
454304,63,62.21%
414411,68,62.21%
419919,112,62.21%
424549,81,62.21%
404550,161,62.21%
464588,76,62.21%
440389,156,62.21%
474907,151,62.21%
474159,169,62.21%
470618,107,62.21%
473147,138,62.21%
415508,143,62.21%
466763,107,62.21%
477865,138,62.21%
466734,107,62.21%
439143,174,62.21%
468779,107,62.21%
458187,231,62.21%
468310,156,62.21%
421080,218,62.21%
428361,174,62.21%
430438,174,62.21%
439261,68,62.21%
411913,174,62.21%
409943,205,62.21%
465286,63,62.21%
410029,81,62.21%
405941,205,62.21%
424297,81,62.21%
465040,125,62.21%
465351,138,62.21%
416427,112,62.21%
479451,125,62.21%
485270,89,62.21%
478803,125,62.21%
421827,130,62.21%
487685,182,62.21%
457018,200,62.21%
496734,89,62.21%
499670,120,62.21%
427636,73,62.21%
469880,169,62.21%
415177,112,62.21%
494399,257,62.21%
447744,125,62.21%
419737,55,62.21%
433542,187,62.21%
416523,161,62.21%
477924,169,62.21%
439678,68,62.21%
475430,99,62.21%
444111,143,62.21%
470117,169,62.21%
414690,130,62.21%
456024,192,62.21%
417886,81,62.21%
417802,143,62.21%
466053,107,62.21%
423827,249,62.21%
442099,169,62.21%
431092,94,62.21%
427004,125,62.21%
496353,120,62.21%
448369,156,62.21%
450100,63,62.21%
412982,143,62.21%
470196,151,62.21%
437784,187,62.21%
470000,107,62.21%
466930,130,62.22%
437453,68,62.21%
497636,151,62.21%
474636,138,62.22%
490457,182,62.22%
492035,120,62.22%
422380,143,62.22%
410193,236,62.22%
463403,169,62.22%
476730,120,62.22%
488118,244,62.22%
440907,187,62.22%
489986,120,62.22%
470055,76,62.22%
411023,174,62.22%
442502,218,62.22%
426079,81,62.22%
466736,107,62.22%
460304,200,62.22%
429958,99,62.22%
428389,73,62.22%
440230,187,62.22%
498878,226,62.22%
493220,143,62.22%
474409,125,62.22%
447246,94,62.22%
443320,94,62.22%
487391,151,62.22%
417442,187,62.22%
418930,174,62.22%
457391,275,62.22%
422198,86,62.22%
494211,120,62.22%
455026,200,62.22%
496834,138,62.22%
484667,169,62.22%
484887,319,62.22%
457040,37,62.22%
494861,120,62.22%
448289,94,62.22%
471596,125,62.22%
420804,81,62.22%
489197,200,62.22%
461581,169,62.22%
490859,151,62.22%
438046,148,62.22%
404082,112,62.22%
454764,231,62.22%
442609,94,62.22%
464387,138,62.22%
422549,81,62.22%
408824,143,62.22%
442443,94,62.22%
421426,68,62.22%
402044,267,62.22%
416851,174,62.22%
468672,169,62.22%
445364,94,62.22%
404242,205,62.22%
423940,174,62.22%
464294,76,62.22%
461633,125,62.22%
483965,182,62.22%
496331,182,62.22%
454485,94,62.22%
480799,169,62.22%
480998,94,62.22%
439372,68,62.22%
475665,125,62.22%
413684,86,62.22%
487661,182,62.22%
447261,94,62.22%
434488,94,62.22%
414683,249,62.22%
408841,161,62.22%
463173,213,62.22%
490557,182,62.22%
450751,275,62.22%
455764,156,62.22%
433165,143,62.22%
452964,112,62.23%
478313,120,62.22%
479816,76,62.23%
495407,288,62.22%
437565,125,62.22%
481860,120,62.23%
450084,86,62.23%
444063,117,62.23%
465050,125,62.23%
454326,107,62.23%
468004,125,62.23%
467171,50,62.23%
415958,174,62.23%
489795,120,62.23%
463501,107,62.23%
408270,218,62.23%
470593,125,62.23%
444498,143,62.23%
447642,94,62.23%
484085,213,62.23%
496009,120,62.23%
473129,213,62.23%
431345,94,62.23%
430496,50,62.23%
487813,138,62.23%
440186,187,62.23%
431496,143,62.23%
416195,135,62.23%
428763,187,62.23%
425086,81,62.23%
487187,63,62.23%
481727,151,62.23%
441225,125,62.23%
467002,125,62.23%
414959,280,62.23%
478790,76,62.23%
448862,94,62.23%
465044,125,62.23%
422852,81,62.23%
451738,138,62.23%
419369,117,62.23%
428682,99,62.23%
418908,143,62.23%
473155,99,62.23%
418477,135,62.23%
482410,138,62.23%
481425,213,62.23%
426896,187,62.23%
464734,76,62.23%
466893,130,62.23%
410980,205,62.23%
460743,125,62.23%
440021,94,62.23%
442325,156,62.23%
429065,99,62.23%
465660,81,62.23%
420338,130,62.23%
498388,76,62.23%
481855,94,62.23%
486928,89,62.23%
461300,231,62.23%
406867,205,62.23%
468655,63,62.23%
402524,117,62.23%
473870,200,62.23%
421440,143,62.23%
419140,112,62.23%
460558,125,62.23%
486484,37,62.23%
441993,169,62.23%
412295,130,62.23%
443680,94,62.23%
408501,161,62.23%
431204,187,62.23%
454661,156,62.23%
464805,138,62.23%
451440,138,62.23%
473912,213,62.23%
491702,107,62.23%
454000,107,62.23%
440804,125,62.23%
440508,99,62.23%
452569,156,62.23%
418651,156,62.23%
420660,50,62.23%
419461,174,62.23%
484312,169,62.23%
478825,169,62.23%
455675,81,62.23%
403992,68,62.23%
465752,76,62.24%
454802,231,62.24%
410860,81,62.23%
472233,244,62.24%
457326,107,62.24%
422556,249,62.24%
493674,89,62.24%
476467,151,62.24%
483114,120,62.24%
417983,156,62.24%
456286,81,62.24%
495409,151,62.24%
499490,138,62.24%
402613,68,62.24%
464439,138,62.24%
454150,107,62.24%
467419,231,62.24%
453705,187,62.24%
465888,182,62.24%
496947,164,62.24%
445532,187,62.24%
444518,143,62.24%
475281,244,62.24%
435927,42,62.24%
463170,213,62.24%
495941,169,62.24%
493215,182,62.24%
485308,151,62.24%
474765,125,62.24%
448890,112,62.24%
427126,174,62.24%
440517,68,62.24%
403691,112,62.24%
475813,99,62.24%
412749,143,62.24%
498844,76,62.24%
498369,112,62.24%
444249,156,62.24%
413136,112,62.24%
481482,120,62.24%
400059,143,62.24%
407248,86,62.24%
414717,236,62.24%
499549,112,62.24%
409862,86,62.24%
416982,81,62.24%
491526,257,62.24%
415107,55,62.24%
470688,138,62.24%
457413,107,62.24%
412053,68,62.24%
454046,293,62.24%
401931,68,62.24%
487334,120,62.24%
489973,169,62.24%
402927,205,62.24%
421101,81,62.24%
483188,120,62.24%
488235,120,62.24%
495866,213,62.24%
469904,200,62.24%
415360,143,62.24%
474209,169,62.24%
411421,192,62.24%
429000,249,62.24%
486959,200,62.24%
448091,262,62.24%
427368,99,62.24%
469034,138,62.24%
461228,76,62.24%
408850,143,62.24%
469093,76,62.24%
468476,63,62.24%
423567,156,62.24%
406468,205,62.24%
416164,280,62.24%
440549,125,62.24%
497994,63,62.24%
431271,143,62.24%
449063,112,62.24%
493233,151,62.24%
481151,182,62.24%
440935,125,62.24%
432990,112,62.24%
406311,205,62.24%
430908,94,62.24%
435917,187,62.24%
427412,99,62.24%
451922,86,62.25%
461978,50,62.25%
461104,81,62.25%
459652,169,62.25%
415165,130,62.25%
435313,94,62.25%
408899,143,62.25%
444165,94,62.25%
460098,138,62.25%
456990,200,62.25%
471533,125,62.25%
466958,94,62.25%
456044,192,62.25%
418209,156,62.25%
436051,99,62.25%
424520,81,62.25%
479603,68,62.25%
480346,120,62.25%
478511,182,62.25%
457979,143,62.25%
478339,120,62.25%
447609,187,62.25%
407041,60,62.25%
409397,81,62.25%
428759,73,62.25%
447977,262,62.25%
442388,94,62.25%
472897,76,62.25%
416711,280,62.25%
478305,120,62.25%
438135,143,62.25%
406459,112,62.25%
478110,200,62.25%
437066,187,62.25%
403937,117,62.25%
493275,138,62.25%
472379,138,62.25%
412836,81,62.25%
437439,148,62.25%
470303,151,62.25%
469826,107,62.25%
408971,143,62.25%
437260,68,62.25%
425870,112,62.25%
427181,218,62.25%
411137,81,62.25%
488217,63,62.25%
444610,94,62.25%
491483,257,62.25%
404553,68,62.25%
402588,117,62.25%
407647,60,62.25%
452162,156,62.25%
409630,81,62.25%
417045,55,62.25%
418748,174,62.25%
495434,164,62.25%
459433,169,62.25%
429471,218,62.25%
449971,86,62.25%
475564,76,62.25%
467607,200,62.25%
494257,120,62.25%
453673,112,62.25%
404672,161,62.25%
498194,138,62.25%
446947,94,62.25%
414877,112,62.25%
411029,55,62.25%
422212,130,62.25%
423006,174,62.25%
418681,174,62.25%
469011,169,62.25%
460266,200,62.25%
482378,68,62.25%
434018,42,62.25%
409230,68,62.25%
408420,130,62.25%
478628,213,62.25%
438539,143,62.25%
412974,174,62.25%
481217,68,62.25%
446187,63,62.26%
465136,169,62.26%
428673,73,62.26%
401058,117,62.26%
421710,104,62.25%
424106,99,62.26%
498318,213,62.26%
451182,112,62.26%
411903,218,62.26%
473881,151,62.26%
456615,169,62.26%
406159,249,62.26%
465381,125,62.26%
461287,213,62.26%
404352,130,62.26%
450154,112,62.26%
413990,86,62.26%
453208,63,62.26%
472367,200,62.26%
436996,187,62.26%
471889,169,62.26%
479204,182,62.26%
435088,94,62.26%
492094,63,62.26%
413221,174,62.26%
482145,213,62.26%
400513,99,62.26%
491849,120,62.26%
420684,104,62.26%
451314,86,62.26%
473065,107,62.26%
404697,99,62.26%
454277,200,62.26%
439564,99,62.26%
405755,205,62.26%
475987,151,62.26%
401496,68,62.26%
404072,161,62.26%
464995,169,62.26%
413399,112,62.26%
415779,55,62.26%
421609,130,62.26%
457385,200,62.26%
481160,94,62.26%
420722,50,62.26%
461737,156,62.26%
431314,94,62.26%
434712,42,62.26%
452771,156,62.26%
441507,143,62.26%
409534,81,62.26%
424660,81,62.26%
420710,50,62.26%
482450,94,62.26%
454580,156,62.26%
433931,187,62.26%
402420,161,62.26%
492920,138,62.26%
463606,231,62.26%
423104,55,62.26%
444234,187,62.26%
474498,125,62.26%
427801,280,62.26%
436337,143,62.26%
414061,143,62.26%
471383,125,62.26%
450150,156,62.26%
415558,55,62.26%
475455,275,62.26%
415145,161,62.26%
466784,76,62.26%
491235,182,62.26%
436754,187,62.26%
424169,55,62.26%
410220,174,62.26%
457477,107,62.26%
423732,125,62.26%
479361,120,62.26%
430015,112,62.26%
476504,76,62.26%
420867,68,62.26%
477377,76,62.26%
438990,125,62.27%
479404,138,62.27%
497653,151,62.27%
493570,63,62.27%
451161,231,62.27%
400072,68,62.27%
486489,169,62.27%
452594,138,62.27%
423177,311,62.27%
468549,125,62.27%
427091,73,62.27%
488805,89,62.27%
442712,94,62.27%
478979,169,62.27%
460188,81,62.27%
492863,143,62.27%
494537,89,62.27%
473469,63,62.27%
408007,112,62.27%
499148,213,62.27%
464703,200,62.27%
482588,94,62.27%
423316,143,62.27%
412750,143,62.27%
440064,156,62.27%
447048,94,62.27%
492111,182,62.27%
407906,86,62.27%
423551,187,62.27%
450805,63,62.27%
485283,89,62.27%
462541,138,62.27%
468035,169,62.27%
420761,68,62.27%
493937,58,62.27%
419196,130,62.27%
420833,130,62.27%
418252,112,62.27%
471790,107,62.27%
481837,94,62.27%
424627,81,62.27%
436707,125,62.27%
470642,107,62.27%
467340,50,62.27%
415685,55,62.27%
468656,130,62.27%
498029,89,62.27%
448049,94,62.27%
442124,125,62.27%
443862,156,62.27%
447196,94,62.27%
444654,143,62.27%
426449,99,62.27%
470512,107,62.27%
457404,81,62.27%
404340,68,62.27%
455386,94,62.27%
487341,63,62.27%
412246,187,62.27%
416764,174,62.27%
438145,143,62.27%
435355,187,62.27%
417131,112,62.27%
406180,112,62.27%
456116,94,62.27%
411068,86,62.27%
463203,169,62.27%
414775,130,62.27%
467147,130,62.27%
434992,187,62.27%
496613,89,62.27%
491774,120,62.27%
409525,81,62.27%
405080,68,62.27%
496940,151,62.27%
425210,130,62.27%
473736,76,62.27%
494968,151,62.27%
473259,63,62.27%
415859,174,62.27%
438829,156,62.27%
420454,205,62.27%
498340,213,62.27%
403105,192,62.27%
428792,99,62.27%
493570,63,62.27%
407445,143,62.27%
484179,94,62.27%
480911,213,62.27%
457518,156,62.27%
438769,94,62.27%
419055,112,62.28%
430699,156,62.28%
455900,187,62.28%
463062,112,62.28%
424641,174,62.28%
404794,86,62.28%
426264,99,62.28%
439416,156,62.28%
409767,280,62.28%
499083,89,62.28%
473855,107,62.28%
439368,68,62.28%
408607,236,62.28%
478935,213,62.28%
436307,200,62.28%
471645,50,62.28%
452670,169,62.28%
469102,169,62.28%
444903,143,62.28%
406356,86,62.28%
445757,68,62.28%
403184,73,62.28%
404695,205,62.28%
448862,94,62.28%
431976,187,62.28%
498266,226,62.28%
494134,182,62.28%
453981,231,62.28%
417002,112,62.28%
489478,182,62.28%
492750,213,62.28%
473884,200,62.28%
420176,81,62.28%
486477,89,62.28%
436946,187,62.28%
482644,138,62.28%
429097,112,62.28%
401036,91,62.28%
422060,143,62.28%
438865,148,62.28%
437946,187,62.28%
495915,120,62.28%
478233,200,62.28%
484380,107,62.28%
474850,76,62.28%
452366,138,62.28%
456024,192,62.28%
465346,138,62.28%
421467,104,62.28%
438754,94,62.28%
471702,107,62.28%
467225,138,62.28%
441938,63,62.28%
414224,29,62.28%
453913,107,62.28%
473914,213,62.28%
450316,112,62.28%
448047,94,62.28%
465722,169,62.28%
467318,244,62.28%
437524,156,62.28%
496298,58,62.28%
441201,63,62.28%
495528,120,62.28%
482774,169,62.28%
415973,130,62.28%
478171,182,62.28%
449698,187,62.28%
454837,63,62.28%
438057,156,62.28%
488563,89,62.28%
430609,143,62.28%
471799,138,62.28%
404621,60,62.28%
414988,112,62.28%
484475,94,62.28%
456987,262,62.28%
408839,205,62.28%
449820,138,62.28%
416281,130,62.28%
447593,187,62.28%
459349,81,62.28%
421332,143,62.28%
489531,89,62.28%
411399,143,62.28%
475245,169,62.29%
401270,143,62.28%
461715,125,62.29%
461118,138,62.29%
466992,50,62.29%
466859,76,62.29%
498643,76,62.29%
463290,169,62.29%
445886,143,62.29%
431996,94,62.29%
483890,182,62.29%
461860,76,62.29%
410166,86,62.29%
433587,143,62.29%
454523,169,62.29%
486051,213,62.29%
459976,156,62.29%
422958,81,62.29%
495676,120,62.29%
402423,117,62.29%
437946,187,62.29%
480150,169,62.29%
497238,63,62.29%
484612,138,62.29%
467796,138,62.29%
413518,161,62.29%
432204,187,62.29%
427144,218,62.29%
472677,200,62.29%
459561,231,62.29%
438543,143,62.29%
447921,156,62.29%
498659,76,62.29%
438084,156,62.29%
446866,94,62.29%
465650,138,62.29%
404942,342,62.29%
445508,112,62.29%
466766,244,62.29%
450829,68,62.29%
415330,174,62.29%
450656,63,62.29%
450515,112,62.29%
463323,231,62.29%
422069,81,62.29%
442864,94,62.29%
449373,112,62.29%
419872,50,62.29%
465822,138,62.29%
445048,169,62.29%
460122,138,62.29%
441594,143,62.29%
463024,125,62.29%
457359,213,62.29%
426206,249,62.29%
430820,55,62.29%
408703,143,62.29%
496237,164,62.29%
495791,182,62.29%
481380,120,62.29%
493625,63,62.29%
472161,107,62.29%
467128,169,62.29%
492283,120,62.29%
410244,174,62.29%
413993,143,62.29%
457932,81,62.29%
415187,99,62.29%
497328,182,62.29%
462525,50,62.29%
403842,205,62.29%
412657,81,62.29%
451007,169,62.29%
454357,63,62.29%
413806,81,62.29%
473076,99,62.29%
497221,63,62.29%
463180,213,62.29%
430774,156,62.29%
463042,169,62.29%
446054,63,62.29%
490897,182,62.29%
442462,94,62.29%
409078,280,62.29%
486082,182,62.29%
468668,275,62.29%
477725,169,62.29%
494786,58,62.29%
464905,169,62.29%
473515,99,62.29%
413991,187,62.29%
496356,120,62.29%
445675,94,62.29%
418945,112,62.29%
488638,244,62.29%
493747,63,62.29%
470765,107,62.30%
446569,187,62.30%
446760,94,62.30%
468092,156,62.30%
409093,267,62.30%
450602,63,62.30%
418575,130,62.30%
460100,156,62.30%
404958,192,62.30%
432382,205,62.30%
471003,151,62.30%
440005,94,62.30%
433388,187,62.30%
439603,99,62.30%
440873,148,62.30%
417268,86,62.30%
468326,156,62.30%
483335,94,62.30%
426346,99,62.30%
454408,107,62.30%
489830,182,62.30%
441897,187,62.30%
487020,89,62.30%
492561,213,62.30%
415412,55,62.30%
438837,63,62.30%
488916,37,62.30%
498914,151,62.30%
457783,200,62.30%
477553,76,62.30%
492660,213,62.30%
428547,73,62.30%
461948,187,62.30%
439419,174,62.30%
434466,187,62.30%
408868,161,62.30%
490021,182,62.30%
490868,182,62.30%
406794,60,62.30%
432805,174,62.30%
423249,130,62.30%
415623,174,62.30%
410636,55,62.30%
494464,151,62.30%
455227,192,62.30%
489336,213,62.30%
411732,68,62.30%
423552,50,62.30%
410497,174,62.30%
475905,76,62.30%
415786,143,62.30%
400326,161,62.30%
417802,143,62.30%
402805,68,62.30%
492887,120,62.30%
471041,151,62.30%
441643,94,62.30%
419628,143,62.30%
469954,76,62.30%
437252,68,62.30%
497181,58,62.30%
400440,91,62.30%
465799,138,62.30%
496955,151,62.30%
439859,143,62.30%
438091,156,62.30%
405822,236,62.30%
467707,94,62.30%
428959,112,62.30%
412617,174,62.30%
438338,156,62.30%
490035,169,62.30%
428240,143,62.30%
448975,156,62.30%
484499,169,62.30%
421293,174,62.30%
438310,187,62.30%
434057,156,62.31%
482673,94,62.31%
448807,94,62.31%
447788,94,62.31%
498459,249,62.31%
486960,37,62.31%
465590,138,62.31%
401264,143,62.31%
417672,143,62.31%
436630,68,62.31%
480734,293,62.31%
437300,68,62.31%
444411,143,62.31%
417985,156,62.31%
434480,94,62.31%
444851,50,62.31%
421610,174,62.31%
431435,94,62.31%
484710,138,62.31%
459702,156,62.31%
475084,76,62.31%
490243,138,62.31%
426487,218,62.31%
425527,236,62.31%
428581,187,62.31%
416521,280,62.31%
491595,182,62.31%
415382,55,62.31%
438846,125,62.31%
412887,143,62.31%
491519,195,62.31%
410729,55,62.31%
495560,182,62.31%
440326,187,62.31%
458518,138,62.31%
431845,81,62.31%
465112,107,62.31%
461934,94,62.31%
433109,156,62.31%
482785,94,62.31%
436391,187,62.31%
451669,63,62.31%
420084,55,62.31%
480802,213,62.31%
469654,81,62.31%
492392,120,62.31%
425652,112,62.31%
